Tweets,good,bad
" by my latest langrangian is so good

l = 🧁",0,1
  when i become ruler of australia i’m going to have our gdp reported as $10^500,0,1
 humility is so important for rationality because without it we can’t seriously entertain alternative perspectives and without it we have no motivation to improve our own thinking and it’s not that hard to have if we remind ourselves: being wrong feels just like being right,0,1
 anybody who plays the accordion while wearing roller skates is ok in my book,0,1
  my analysis led me to new jersey; that counts right,0,1
 that sounds pretty good to me too; i’ll have to sit with that one a bit,0,1
 it takes a while to punch numbers in and often my students accidentally put in something wrong and get a result that’s way off also people prolly think i’m more smarter :-|,0,1
 this explains why my date with that beehive from tinder went so horribly,1,0
  it says that a being who exists is more perfect than a being who does not; it’s funny to imagine someone objecting “existing isn’t a perfection existing sucks” 😂,0,1
 i just try real hard to channel julia galef but that’s what i usually do anyway,1,0
  i do the same thing in latin but then i have to translate it to english before submitting :-|,0,1
maybe if i learned sql i could be a business analyst i know how to do ml in r,0,1
3/ then each group is asked what assumptions they are making about various stakeholders in order for their position to be correct these assumptions are then rated on certainty and importance: it's the assumptions of high uncertainty and high importance that are crucial,0,1
"me teaching about calculating what your time is worth: ""so someone would have to pay me $50/hr to play solitaire""

student: ""wow you must be really good at it""",1,0
 i mean yeah goalz,0,1
girl trying to find a way to make her epistemology involve solving the schrödinger equation,1,0
my path seems logical but has led me to a weird place weirder than the sunless depths of the ocean where my studies started and far away from there,1,0
 i think the author of that book recommended it to me on here but i had serious doubts about becoming the man women want :-|,0,1
  a lot of the memes are ea poking fun at itself; as long as we aren’t “sticking it” to anyone it seems ok/good,0,1
 when i was in grad school i did coke with cheez-its all the time during atmospheric physics made me phlegmy tho (and dr pepper is better),0,1
i dunno why we say livy instead of livius is it really that hard to say livius same re sallust vs sallustius,0,1
i guess the hardest part about spending 100s or 1000s of hours upskilling is that in the end it's an investment that comes with risks the decision tree might say that doing it makes sense but it's hard to shake that feeling of doubt,1,0
"okay so from now on when a thread i write doesn't get much attention i'm going to repeat to myself: ""sampling from a fat-tailed distribution""",0,1
 fr fr,0,1
aw damn i broke spacetime,1,0
" i just read everything in the orberg series fifty bajillion times and studied very little grammar :)

https://tco/wahmtx4oet",0,1
those factory farms can go straight to huel 😤,1,0
 my therapist fired me too for “being too sane” &gt;:(,0,1
 https://tco/gejj9oka7d,1,0
 i used to listen to a bad called the boss monsters they played nintendo music but with real guitars drums bass it was awesome,0,1
making pretty stuffs with matplotlib :) https://tco/cptdeeetlp,1,0
 details details…,0,1
 someday ai will create whole shows tailored to my desires and when that happens there will be shows about the corporate exploits of kung fu fighting lesbian zombie pirates :-|,0,1
 the latin they don’t want u to know,0,1
" advising involves seeing things first from the advisee's perspective as much as possible and you built a way forward together it doesn't really work to give advice ""oracle style"" ie proclaiming something wise (alas since that seems to often come easier to us)",0,1
  nah i’m not a therapist which is prolly a good thing: who would want their therapist to whip out a game theoretic analysis of their personal problems or request info to evaluate 10 different plans with endpoints in 3 possible futures 😅,0,1
  i have that crisis as well more studies someone please pass me that a/b test,0,1
 but i throw boomerang fish like that muppet guy; i’d like to see ai do *that*,0,1
 fog smells like a case to solve 🔎,0,1
 must be handly: it's hard to lose that naked guy in hell's kitchen,0,1
i think of ea as being committed to the idea of doing good effectively; that's it,1,0
 time travel into the future is theoretically possible: just get on a fast enough rocket,0,1
 yaaas,0,1
"latest iteration of my plan to dominate nyc:

(1) collect info on nyc hot dog stands
(2) system dynamics simulations
(3) 
(4) dominate nyc 

mwahaha",1,0
 the mean of this gaussian confirms my suspicions :|,0,1
 qualy the lightbulb,0,1
 they are accounts which are unable to let go 👻👻👻,0,1
 shitposting as a cause area 👍,0,1
  i'm confused but i want one too,0,1
 yes that’s what partners are for,0,1
" i hear that evil has several job openings 

pay is good terrible work culture :-|",0,1
 it hasn’t happened yet but i see the day coming,0,1
    i have a hard time thinking about the notion of heat applied to a small number of particles is it not an inherently statistical idea,0,1
 my future plans revolve around these two scenarios (eg picture a paperclip holding a martini on a beach near lisbon),0,1
"my evidence for this claim:
(1) very organized
(2) strong technical ability
(3) knows game theory and can plausibly convince others of being cray cray",1,0
