Number of Likes,Tweets
12,"i had a dream in which stefan schubert said ""seems implausible""; i found that comforting

say it with me y'all: seems implausible 😌"
1, okay a good reason to finally buy a blender
4,words-as-vectors is a nifty idea
1, yeah i really screwed up that day; i’ll never live it down
1, i second this idea also i worry that people’s friends and possibly therapists sometimes may not be as helpful as they could be because of this factor
2,when you spend hours creating a well-thought-out evidence-based thread but what twitter really wants is that cat pun you tossed out at 3 am
0,4/ ur current assumptions are like poker chips lying on a table in front of u this way u are not your beliefs and evidence against one of them is not evidence attacking u personally
1,  i had a bulgarian gf for 13 yrs; i visited bulgaria 3 times and stayed w/her &amp; her family i really liked it (sofia plovdiv area) и обичам български език 😁
1, these are lovely
2,"  i want to say ""can't"" like that too but the other yankees will beat me up if i do"
1,  considering this metric they should prolly just throw out the sats and admit about 1/2 of my twitter mutuals to harvard
4,"rationality needs creativity 

eg at various times we need to imagine different possible: 

- future environments
- versions of ourselves
- paths and end states for our plans
- consequences of our decisions for others

&amp; all of these while inhabiting different paradigms"
0, yes and i approve of this thread
7,"putting ""the"" before words that don't need it for the lulz: speaking the latin checking the twitter reading about the brain development"
3,"  yet unbeknownst to all the lot
qualy lightbulb calls the shots"
1,the frobenius method was made to torture undergrads
1, it’s prolly partly that; also concern about offending someone or saying something i don’t really mean and the biggest worry i have is about trolls i test medium consistently on neuroticism so that’s in the mix too
1, garbanzo is better because it sounds like a circus act
1,  yeah pretty sure socrates would say my definition is too broad but the more the merrier i say
4, i will prolly get replaced by perceptor
1, omg i love this
0,i already know how to do statistical analysis and ml in r and i've written a good bit before in python using numpy and matplotlib so the python part can't be that hard sql will be new i'm thinking six months should be enough to prepare before i would start applying to things
4,some philosophers just keep following me around: descartes hume kant hegel husserl habermas… like what’s up with those guys don’t they have anything better to do
2,  (in super ancient times it was true)
3,excuse me this is not the right universe i ordered the one that has hobbits
2, david hilbert said it but about cantor re set theory set theory pah category theory is now the cool hang
1,  it also captures good fashion sense
4,being self-partnered isn't so bad: perfectly good gf here not gonna let her go to waste
1, usually it seems when people accuse someone of inconsistency in beliefs that person has qualifications and other beliefs that render the set consistent; to know about these would require talking to the person
2,  i would def cuddle a cute ghosty
1,if i have to die it might as well be at the hands of other linux users
1, bruh how’d u know
2, woah like woah
3, yes that doesn’t look at all like things i’ve been noticing on twitter 😬
0,  that was totally my guess
2," ea = effective altruist rat = rationalist

though you remind me that the latin speakers also accepted me which also makes me very happy :-)"
0, it’s a fact(orial)
2,  this is me: i’m batman
1,  damn being trapped with the twitter concentrate would be pretty based
0, i’m prone to skin cancer; hence the high confidence about staying out of the sun increasing lifespan though i was conflating that with maintaining a youthful appearance so it should be lower maybe 09
2, that's difficult but as far as i can tell u have three options in such a case: don't engage reach for non-aggressive humor earnest engagement
1, i luv ladder operators give me some eigenfunction and i’ll just add energy levels all day while singing this: https://tco/g6ehl8txdm
1," 1/ so there was this guy eric carle who was punching holes in paper (like why) and it made him think of a bookworm like a really goddammed big bookworm he was gonna make it be the hero of a story but his editor was like ""no man nobody likes bookworms do a caterpillar"""
