,Unnamed: 0,Tweets
679,679,what’s worse: (1) scrutinizing very rigorously only the evidence u don’t like or (2) taking all evidence at face value w/not much vetting
101,101, it hasn’t happened yet but i see the day coming
91,91,  i thought mario bros w/infinite lives ha
3909,3909, bookmarked for meal reading
2739,2739, that would be very similar to how it is now
545,545,i luv make and makefiles; that is all
2059,2059,okay i just learned about the utility monster thing do we have a good answer to that one
2336,2336, and no matter how many times you do it the amount of confusion remains
3612,3612,that is we can pursue our goals in a way that allows maximum flexibility in an unknown future
691,691,  can i co-host
1099,1099, yes; it weebles and it wobbles but it won’t fall down
1795,1795, 🤣🤣🤣
2182,2182,if a math model tells you to do evil stuff don't listen just say no
3991,3991, https://tco/jhnss7xoez
2452,2452, he converted me into a fervent platonist with that mandelbrot set thing and then got me all obsessed with differentiable manifolds so i left his book for one on mathematical physics where i camped out like a hermit for about 5 yrs what a tangent (bundle) that was
2023,2023, best utility monster ever
524,524, 1/ i thought about that as far as i can tell this community wants the same thing i do: to do good in the world as effecively as possible if it ever started to look like that is not what they want then i'd sadly have to reconsider calling myself an ea
3572,3572,there's been a parmesian cheese avalanche but i survived; i'm ok
2138,2138, these days some of my favs are u (counting anyone with a cute cartoon avatar)  would count but i think he really is a stick figure   and 
1995,1995, me too: latin brought to u by the ancient romans
1875,1875,i am soon going to try very hard to get a job that uses my particular abilities; ceteris paribus i prefer remote work does anyone have any advice
3805,3805,  now i feel motivated to write about decision fatigue 😅
3523,3523,i want to still be around after i die so that i can be annoyed that there is no afterlife :-|
2246,2246,  as far as i can tell i tried to find out how muhammad would have known about abraham etc pre-vision but no luck
3210,3210,"  yeah i would want it not to matter but part of my brain would be screaming ""matplotlib or *something* man"""
3277,3277, or the poster could have spotted a tiny type-o deleted and re-posted something i never ever do :-|
1816,1816, no fr bruh
1709,1709,  ~▫️
1511,1511, it worked pretty well i sat there sipping tea for about 3 min and then just started writing one exam out of two down
1849,1849, this is my luv language (ok also latin)
424,424,   meter is a harsh mistress
838,838, u have just unlocked 40 blue checks
3085,3085," for some reason it hadn't occured to me to do that ha 

i had to do different things to address each aspect i didn't like but the things each stage had in common were: record listen adjust repeat

making it habitual was like playing a role until i became that role"
1484,1484,"pie chart bad summary: the human eye is bad at distinguishing angles; a bar chart is better

https://tco/uk48nepcbn"
1821,1821, u would think latin would be good for this but nah
3239,3239, or perhaps if there’s no way to win the game as presently conceptualized change the game/rules 😁
1620,1620,twitter only advertises cate blanchett to me now yes this works for me
3244,3244,"okay i made a dating doc :-|

https://tco/xzetr4uvof"
1410,1410, and once again the secret to being a better person is emulating julia galef
2730,2730, unless you have a dedicated base that you're pitching to (i wish i didn't know this)
3684,3684,i find that often i have to use tools and frameworks implicitly in working with others and not necessarily say “let’s use such-and-such tool” because the moment i do that someone objects eg “i don’t want to turn my level of confidence into a number” 😅
1290,1290,i’m gonna go out there like outside wish me luck
1138,1138," this looks a lot like my strategy for life:

1) read math
2) 
3) profit"
3729,3729," could be also we tend to overestimate both future pleasures and pains

https://tco/uo80jmgwrp"
916,916,"there's anchoring ie starting with a bad prior and/or not adjusting it enough in light of new evidence

and then there's refusing to learn something that could be valuable due to fear of anchoring"
1145,1145,the fine line between creative and cray cray
3966,3966,   often just looking at a problem from a different perspective greatly simplifies it when it seems like we’re getting bogged down in complexity that’s often a sign that we’re looking through the wrong lens and sometimes you just have to do the old-fashioned analysis
